,location,total_sqft,bath,price,bhk
3916,Kaggadasapura,1000.0,2.0,43.0,2
3917,Kaggadasapura,1225.0,2.0,48.0,2
3918,Kaggadasapura,2500.0,5.0,120.0,3
3919,Kaggadasapura,960.0,2.0,45.0,2
3920,Kaggadasapura,775.0,2.0,29.5,2
3922,Kaggadasapura,1455.0,3.0,75.0,3
3923,Kaggadasapura,1045.0,2.0,55.0,2
3925,Kaggadasapura,1654.0,3.0,70.0,3
3927,Kaggadasapura,1106.0,2.0,40.0,2
3928,Kaggadasapura,1485.0,2.0,70.0,3
3929,Kaggadasapura,1175.0,2.0,50.0,2
3932,Kaggadasapura,1105.0,2.0,39.5,2
3933,Kaggadasapura,1500.0,2.0,75.0,3
3934,Kaggadasapura,1400.0,2.0,68.0,3
3935,Kaggadasapura,1150.0,2.0,45.0,2
3937,Kaggalipura,700.0,1.0,38.0,1
3939,Kaggalipura,700.0,1.0,36.0,1
3940,Kaggalipura,950.0,2.0,48.0,2
3941,Kaggalipura,1000.0,2.0,60.0,2
3942,Kaggalipura,950.0,2.0,50.0,2
3943,Kaggalipura,950.0,2.0,47.0,2
3944,Kaggalipura,1150.0,2.0,62.0,3
3945,Kaggalipura,700.0,1.0,35.0,1
3948,Kaggalipura,950.0,2.0,45.0,2
3949,Kaggalipura,950.0,2.0,60.0,2
3950,Kaikondrahalli,1645.0,3.0,100.0,3
3951,Kaikondrahalli,1115.0,2.0,50.0,2
3952,Kaikondrahalli,1220.0,3.0,56.0,3
3953,Kaikondrahalli,1300.0,2.0,61.0,2
3954,Kaikondrahalli,1700.0,4.0,108.0,4
3955,Kaikondrahalli,1342.0,3.0,92.0,3
3956,Kaikondrahalli,1605.0,3.0,105.0,3
3957,Kaikondrahalli,1253.0,2.0,81.5,2
3958,Kaikondrahalli,991.0,2.0,64.0,2
3959,Kaikondrahalli,1250.0,2.0,78.0,2
3960,Kaikondrahalli,3381.0,6.0,225.0,6
3961,Kalena Agrahara,1200.0,2.0,50.0,2
3962,Kalena Agrahara,1804.0,3.0,120.0,3
3963,Kalena Agrahara,1425.0,2.0,70.0,3
3964,Kalena Agrahara,1325.0,2.0,76.0,2
3965,Kalena Agrahara,1450.0,2.0,85.0,3
3966,Kalena Agrahara,980.0,2.0,40.0,2
3967,Kalena Agrahara,1187.0,2.0,52.0,2
3968,Kalena Agrahara,800.0,2.0,30.0,2
3969,Kalena Agrahara,1565.0,3.0,78.0,3
3970,Kalena Agrahara,610.0,1.0,39.0,1
3971,Kalena Agrahara,1040.0,2.0,45.0,2
3972,Kalena Agrahara,1450.0,3.0,100.0,3
3973,Kalena Agrahara,1200.0,2.0,45.0,2
3974,Kalena Agrahara,1902.0,3.0,89.0,3
3975,Kalena Agrahara,800.0,2.0,40.0,2
3976,Kalena Agrahara,1222.0,2.0,48.0,2
3977,Kalena Agrahara,900.0,2.0,40.0,2
3978,Kalena Agrahara,1837.0,2.0,95.0,3
3979,Kalena Agrahara,1510.0,3.0,78.0,3
3980,Kalena Agrahara,1354.0,2.0,70.0,2
3981,Kalena Agrahara,1200.0,3.0,70.0,2
3982,Kalena Agrahara,1354.0,2.0,71.0,2
3983,Kalyan nagar,1375.0,3.0,75.0,3
3984,Kalyan nagar,820.0,2.0,39.0,2
3985,Kalyan nagar,3800.0,5.0,300.0,4
3986,Kalyan nagar,1640.0,3.0,88.0,3
3988,Kalyan nagar,1080.0,2.0,73.0,2
3989,Kalyan nagar,2422.0,3.0,150.0,4
3990,Kalyan nagar,1280.0,2.0,48.0,2
3992,Kalyan nagar,1198.0,2.0,65.0,2
3993,Kalyan nagar,1250.0,2.0,65.0,2
3994,Kalyan nagar,1190.0,2.0,60.0,2
3995,Kalyan nagar,1086.0,2.0,44.5,2
3996,Kalyan nagar,2285.0,4.0,165.0,3
3997,Kalyan nagar,1100.0,2.0,70.0,2
3998,Kambipura,883.0,2.0,45.0,2
3999,Kambipura,1082.0,2.0,56.0,3
4000,Kambipura,883.0,2.0,45.0,2
4002,Kambipura,883.0,2.0,39.0,2
4003,Kambipura,883.0,2.0,45.0,2
4004,Kambipura,883.0,2.0,39.0,2
4005,Kambipura,1082.0,2.0,55.0,3
4007,Kambipura,883.0,2.0,37.0,2
4008,Kambipura,883.0,2.0,44.0,2
4009,Kambipura,883.0,2.0,37.0,2
4012,Kambipura,883.0,2.0,39.0,2
4013,Kambipura,883.0,2.0,37.01,2
4014,Kambipura,883.0,2.0,39.0,2
4015,Kambipura,883.0,2.0,45.0,2
4016,Kambipura,883.0,2.0,39.0,2
4017,Kambipura,1082.0,2.0,55.0,3
4018,Kammanahalli,2845.0,5.0,140.0,5
4019,Kammanahalli,1666.0,4.0,150.0,5
4020,Kammanahalli,700.0,1.0,59.0,1
4021,Kammanahalli,1200.0,2.0,80.0,2
4022,Kammanahalli,1100.0,2.0,60.0,2
4023,Kammanahalli,1200.0,1.0,81.0,2
4024,Kammanahalli,2900.0,4.0,200.0,4
4025,Kammanahalli,1200.0,3.0,80.0,2
4026,Kammasandra,1595.0,3.0,65.0,3
4027,Kammasandra,810.0,2.0,24.5,2
4028,Kammasandra,657.5,1.0,18.41,1
4029,Kammasandra,674.0,2.0,29.0,2
4030,Kammasandra,912.0,2.0,39.0,3
4031,Kammasandra,1156.0,2.0,32.0,2
4032,Kammasandra,870.0,2.0,24.0,2
4033,Kammasandra,990.0,2.0,31.5,2
4035,Kammasandra,930.0,2.0,25.0,2
4036,Kammasandra,992.0,2.0,25.79,2
4037,Kammasandra,1030.0,1.0,25.75,2
4039,Kammasandra,1015.0,2.0,37.0,2
4041,Kammasandra,1080.0,2.0,31.99,2
4042,Kammasandra,1415.0,2.0,60.0,2
4043,Kammasandra,1057.0,2.0,35.0,2
4044,Kammasandra,982.0,2.0,25.53,2
4045,Kammasandra,1500.0,3.0,65.0,3
4046,Kammasandra,985.0,2.0,40.5,2
4047,Kammasandra,940.0,2.0,35.0,2
4049,Kammasandra,610.0,1.0,18.5,1
4050,Kanakapura,1419.0,3.0,75.0,3
4051,Kanakapura,711.0,1.0,36.0,1
4052,Kanakapura,711.0,1.0,38.0,1
4053,Kanakapura,929.0,2.0,46.0,2
4054,Kanakapura,551.0,1.0,30.0,1
4055,Kanakapura,1020.0,2.0,42.83,2
4056,Kanakapura,1699.0,3.0,97.0,3
4057,Kanakapura,1130.0,2.0,45.2,2
4058,Kanakapura,1476.0,3.0,75.0,3
4059,Kanakapura,1295.0,2.0,64.0,2
4060,Kanakapura,1160.0,2.0,46.39,2
4061,Kanakapura,1277.0,2.0,55.0,2
4062,Kanakapura,1151.0,2.0,59.0,2
4063,Kanakapura,945.0,2.0,47.0,2
4064,Kanakapura,1254.0,2.0,70.0,3
4065,Kanakapura,2200.0,3.0,121.0,3
4066,Kanakapura,1340.0,2.0,65.0,2
4068,Kanakapura,1450.0,3.0,75.0,3
4069,Kanakapura,1130.0,2.0,45.2,2
4070,Kanakapura,1283.0,2.0,68.0,2
4071,Kanakapura,2130.0,4.0,120.0,4
4073,Kanakapura,938.0,1.0,50.0,1
4074,Kanakapura,825.0,1.0,35.475,1
4075,Kanakapura,1489.0,2.0,70.0,3
4076,Kanakapura,1477.0,2.0,69.5,3
4077,Kanakpura Road,700.0,2.0,36.0,2
4079,Kanakpura Road,950.0,2.0,57.0,2
4082,Kanakpura Road,525.0,1.0,26.0,1
4084,Kanakpura Road,525.0,2.0,21.53,1
4087,Kanakpura Road,525.0,1.0,27.25,1
4089,Kanakpura Road,525.0,1.0,30.0,1
4091,Kanakpura Road,1339.0,2.0,75.0,2
4093,Kanakpura Road,525.0,1.0,26.0,1
4096,Kanakpura Road,1290.0,2.0,74.0,2
4102,Kanakpura Road,900.0,2.0,46.0,2
4105,Kanakpura Road,900.0,2.0,46.0,2
4106,Kanakpura Road,900.0,2.0,46.0,2
4107,Kanakpura Road,1495.0,2.0,90.0,2
4110,Kanakpura Road,1560.0,3.0,92.0,3
4111,Kanakpura Road,1135.0,2.0,58.0,2
4112,Kanakpura Road,3500.0,6.0,225.0,4
4115,Kanakpura Road,825.0,1.0,36.29,1
4116,Kanakpura Road,983.0,2.0,50.6,2
4122,Kanakpura Road,1500.0,3.0,97.0,3
4124,Kanakpura Road,1366.0,3.0,76.85,2
4126,Kanakpura Road,525.0,1.0,25.0,1
4128,Kanakpura Road,2265.0,3.0,136.0,3
4134,Kanakpura Road,2200.0,3.0,130.0,3
4135,Kanakpura Road,525.0,1.0,30.0,1
4137,Kanakpura Road,1051.0,2.0,56.74,2
4138,Kanakpura Road,525.0,1.0,30.0,1
4140,Kanakpura Road,1299.0,2.0,85.0,2
4145,Kanakpura Road,700.0,2.0,40.0,2
4146,Kanakpura Road,458.0,1.0,19.695,1
4150,Kanakpura Road,2775.0,3.0,165.0,4
4152,Kanakpura Road,1290.0,2.0,80.0,2
4157,Kanakpura Road,1868.0,3.0,113.0,3
4159,Kanakpura Road,1366.0,2.0,83.0,2
4160,Kanakpura Road,700.0,2.0,40.0,2
4162,Kanakpura Road,1339.0,2.0,71.5,2
4164,Kanakpura Road,670.0,1.0,35.0,1
4171,Kanakpura Road,525.0,1.0,30.0,1
4174,Kanakpura Road,1498.0,3.0,95.0,3
4175,Kanakpura Road,525.0,2.0,27.0,1
4178,Kanakpura Road,712.0,1.0,38.44,1
4182,Kanakpura Road,1507.0,2.0,95.0,3
4186,Kanakpura Road,1339.0,2.0,85.0,2
4187,Kanakpura Road,525.0,1.0,27.0,1
4188,Kanakpura Road,525.0,1.0,27.5,1
4190,Kanakpura Road,525.0,1.0,26.25,1
4192,Kanakpura Road,525.0,1.0,26.0,1
4193,Kanakpura Road,1050.0,2.0,59.0,3
4194,Kanakpura Road,1600.0,3.0,90.0,3
4195,Kanakpura Road,525.0,2.0,29.25,1
4197,Kanakpura Road,800.0,2.0,41.145,2
4207,Kanakpura Road,1240.0,2.0,65.0,2
4211,Kanakpura Road,700.0,2.0,41.0,2
4215,Kanakpura Road,700.0,1.0,41.0,2
4218,Kanakpura Road,1140.0,2.0,65.0,2
4220,Kanakpura Road,700.0,2.0,40.0,2
4223,Kanakpura Road,525.0,1.0,26.01,1
4227,Kanakpura Road,1322.0,2.0,70.0,2
4228,Kanakpura Road,1698.0,2.0,105.0,2
4232,Kanakpura Road,1167.0,2.0,63.0,2
4241,Kanakpura Road,1430.0,2.0,78.0,2
4242,Kanakpura Road,700.0,2.0,36.0,2
4245,Kanakpura Road,525.0,2.0,27.0,1
4254,Kanakpura Road,1200.0,2.0,62.0,2
4259,Kanakpura Road,900.0,2.0,46.29,2
4260,Kanakpura Road,850.0,1.0,37.32,1
4262,Kanakpura Road,525.0,1.0,30.0,1
4265,Kanakpura Road,525.0,1.0,26.0,1
4269,Kanakpura Road,700.0,2.0,36.0,2
4270,Kanakpura Road,1622.0,3.0,95.0,3
4275,Kannamangala,957.0,2.0,58.0,2
4276,Kannamangala,957.0,2.0,56.0,2
4277,Kannamangala,3000.0,4.0,200.0,4
4278,Kannamangala,1536.0,3.0,89.0,3
4279,Kannamangala,2400.0,4.0,130.0,4
4280,Kannamangala,1574.0,3.0,93.34,3
4281,Kannamangala,957.0,2.0,52.5,2
4282,Kannamangala,1536.0,3.0,104.0,3
4283,Kannamangala,957.0,2.0,54.5,2
4284,Kannamangala,2422.0,4.0,135.0,4
4285,Kannamangala,957.0,2.0,55.0,2
4286,Kannamangala,957.0,2.0,56.0,2
4287,Karuna Nagar,2500.0,3.0,180.0,3
4288,Karuna Nagar,2500.0,3.0,190.0,3
4289,Karuna Nagar,1962.0,3.0,175.0,3
4290,Karuna Nagar,1057.0,2.0,65.0,2
4291,Karuna Nagar,1354.0,2.0,98.0,3
4292,Karuna Nagar,1945.0,3.0,115.0,3
4293,Karuna Nagar,1960.0,3.0,165.0,3
4294,Kasavanhalli,1060.0,2.0,58.06,2
4295,Kasavanhalli,1563.05,3.0,105.0,3
4296,Kasavanhalli,1717.0,3.0,99.0,3
4298,Kasavanhalli,3260.0,4.0,240.0,4
4299,Kasavanhalli,1349.0,2.0,78.0,2
4300,Kasavanhalli,1121.0,2.0,78.0,2
4301,Kasavanhalli,1100.0,2.0,50.0,2
4303,Kasavanhalli,1200.0,2.0,78.0,2
4306,Kasavanhalli,1476.0,3.0,89.0,3
4308,Kasavanhalli,1200.0,2.0,50.0,2
4309,Kasavanhalli,1719.0,3.0,116.0,3
4310,Kasavanhalli,1115.0,2.0,50.0,2
4311,Kasavanhalli,1125.0,2.0,61.2,2
4312,Kasavanhalli,2170.0,3.0,151.0,3
4315,Kasavanhalli,1476.0,3.0,95.0,3
4316,Kasavanhalli,1200.0,2.0,50.3,2
4318,Kasavanhalli,1787.0,3.0,123.0,3
4319,Kasavanhalli,1090.0,2.0,59.8,2
4320,Kasavanhalli,1691.0,3.0,104.0,3
4322,Kasavanhalli,2111.0,4.0,120.0,3
4324,Kasavanhalli,950.0,2.0,39.0,2
4329,Kasavanhalli,770.0,1.0,43.82,1
4330,Kasavanhalli,1147.0,2.0,60.0,2
4331,Kasavanhalli,1375.0,2.0,72.0,2
4333,Kasavanhalli,1200.0,2.0,60.0,2
4334,Kasavanhalli,4260.0,4.0,333.0,4
4335,Kasavanhalli,1495.0,2.0,83.0,2
4336,Kasavanhalli,5000.0,2.0,400.0,2
4337,Kasavanhalli,4000.0,4.0,325.0,4
4339,Kasavanhalli,1917.0,3.0,132.0,3
4340,Kasavanhalli,1375.0,2.0,78.0,2
4341,Kasavanhalli,4408.0,4.0,344.0,4
4342,Kasavanhalli,1309.0,2.0,95.0,2
4343,Kasavanhalli,1476.0,3.0,105.0,3
4344,Kasavanhalli,1158.0,2.0,67.0,2
4345,Kasavanhalli,1214.0,2.0,67.0,2
4346,Kasavanhalli,2110.0,4.0,120.0,3
4347,Kasavanhalli,1495.0,2.0,110.0,2
4348,Kasavanhalli,1575.0,2.0,85.0,2
4349,Kasavanhalli,1069.0,2.0,55.0,2
4350,Kasavanhalli,1100.0,2.0,68.0,2
4351,Kasavanhalli,1715.0,3.0,112.0,3
4352,Kasavanhalli,1100.0,2.0,65.0,2
4353,Kasavanhalli,1230.0,2.0,66.25,2
4354,Kasavanhalli,1819.0,3.0,150.0,3
4357,Kasavanhalli,1585.0,2.0,90.0,2
4358,Kasavanhalli,1245.0,2.0,80.0,2
4359,Kasavanhalli,2035.0,3.0,142.0,3
4360,Kasavanhalli,1747.0,3.0,110.0,3
4361,Kasavanhalli,1377.0,2.0,80.0,2
4362,Kasavanhalli,1181.0,2.0,61.0,2
4363,Kasavanhalli,1121.0,2.0,75.0,2
4364,Kasturi Nagar,1925.0,3.0,125.0,3
4365,Kasturi Nagar,1567.0,2.0,92.0,2
4368,Kasturi Nagar,1080.0,2.0,80.0,2
4369,Kasturi Nagar,1101.0,2.0,65.0,2
4371,Kasturi Nagar,1896.0,3.0,125.0,4
4372,Kasturi Nagar,1100.0,2.0,58.0,2
4373,Kasturi Nagar,1570.0,3.0,110.0,3
4374,Kasturi Nagar,1000.0,2.0,58.0,2
4375,Kasturi Nagar,1101.0,2.0,66.0,2
4376,Kasturi Nagar,2507.0,4.0,155.0,4
4377,Kathriguppe,1400.0,2.0,77.0,3
4378,Kathriguppe,1250.0,2.0,68.75,3
4379,Kathriguppe,1245.0,2.0,68.48,3
4380,Kathriguppe,1350.0,2.0,87.01,3
4381,Kathriguppe,1350.0,2.0,80.99,3
4382,Kathriguppe,1365.0,2.0,75.08,3
4383,Kathriguppe,1300.0,3.0,77.99,3
4384,Kathriguppe,1350.0,2.0,80.99,3
4385,Kathriguppe,1390.0,2.0,76.45,3
4386,Kathriguppe,1350.0,3.0,78.3,3
4387,Kathriguppe,1250.0,2.0,68.75,3
4388,Kathriguppe,1300.0,3.0,77.99,3
4389,Kathriguppe,1335.0,2.0,73.43,3
4390,Kathriguppe,1300.0,3.0,77.99,3
4391,Kathriguppe,1300.0,3.0,77.99,3
4392,Kathriguppe,1335.0,2.0,73.43,3
4393,Kathriguppe,1350.0,3.0,80.99,3
4394,Kathriguppe,1250.0,2.0,68.75,2
4395,Kathriguppe,1350.0,3.0,80.99,3
4396,Kaval Byrasandra,1200.0,2.0,52.0,2
4397,Kaval Byrasandra,1020.0,2.0,52.0,2
4398,Kaval Byrasandra,1200.0,2.0,49.5,2
4399,Kaval Byrasandra,945.0,2.0,50.0,2
4400,Kaval Byrasandra,1060.0,2.0,45.0,2
4401,Kaval Byrasandra,1100.0,2.0,46.0,2
4402,Kaval Byrasandra,1185.0,2.0,49.0,2
4403,Kaval Byrasandra,997.0,2.0,53.0,2
4404,Kaval Byrasandra,1060.0,2.0,42.0,2
4405,Kaval Byrasandra,480.0,1.0,25.0,1
4406,Kaval Byrasandra,1125.0,2.0,41.5,2
4407,Kaval Byrasandra,1180.0,2.0,60.0,2
4408,Kaval Byrasandra,1450.0,3.0,75.0,3
4409,Kaval Byrasandra,1066.0,2.0,55.0,2
4410,Kaval Byrasandra,1025.0,2.0,60.0,2
4411,Kaval Byrasandra,1400.0,3.0,75.0,3
4412,Kenchenahalli,1015.0,2.0,58.0,2
4413,Kenchenahalli,715.0,1.0,45.0,1
4414,Kenchenahalli,1150.0,2.0,58.0,2
4415,Kenchenahalli,1280.0,2.0,69.0,3
4417,Kenchenahalli,870.0,1.0,45.0,2
4418,Kenchenahalli,1150.0,2.0,60.0,2
4419,Kenchenahalli,700.0,1.0,35.0,1
4420,Kenchenahalli,1060.0,2.0,52.0,2
4421,Kenchenahalli,1150.0,2.0,57.0,2
4422,Kenchenahalli,1720.0,3.0,100.0,3
4423,Kenchenahalli,1015.0,2.0,60.0,2
4425,Kengeri,750.0,2.0,38.0,2
4427,Kengeri,340.0,1.0,10.0,1
4428,Kengeri,1197.0,2.0,50.0,2
4429,Kengeri,1200.0,2.0,58.0,2
4431,Kengeri,726.0,2.0,31.0,2
4433,Kengeri,1025.0,2.0,57.0,2
4439,Kengeri,750.0,2.0,36.0,2
4440,Kengeri,963.0,2.0,40.0,2
4441,Kengeri,927.0,2.0,37.0,2
4442,Kengeri,726.0,2.0,35.0,2
4444,Kengeri,416.0,1.0,19.5,1
4445,Kengeri,900.0,2.0,45.0,2
4448,Kengeri,502.0,1.0,25.0,1
4450,Kengeri,1200.0,3.0,67.0,3
4451,Kengeri,725.0,2.0,30.0,2
4452,Kengeri,500.0,1.0,17.0,1
4453,Kengeri,540.0,1.0,22.5,1
4454,Kengeri,750.0,2.0,35.5,2
4457,Kengeri,1200.0,2.0,58.0,2
4460,Kengeri,750.0,2.0,36.5,2
4462,Kengeri,416.0,1.0,18.0,1
4464,Kengeri,883.0,2.0,49.0,2
4465,Kengeri,1052.0,2.0,51.0,2
4467,Kengeri,1220.0,2.0,63.0,2
4468,Kengeri,1150.0,1.0,52.0,1
4469,Kengeri,1192.0,2.0,53.5,2
4471,Kengeri,750.0,2.0,40.0,2
4472,Kengeri,1035.0,2.0,51.5,2
4473,Kengeri,3000.0,5.0,130.0,8
4474,Kengeri,410.0,1.0,15.0,1
4475,Kengeri,416.0,1.0,17.19,1
4478,Kengeri,2500.0,4.0,100.0,5
4479,Kengeri,550.0,1.0,16.75,1
4480,Kengeri Satellite Town,890.0,2.0,35.0,2
4481,Kengeri Satellite Town,883.0,2.0,45.0,2
4482,Kengeri Satellite Town,1415.0,2.0,66.0,3
4483,Kengeri Satellite Town,930.0,1.0,30.0,1
4484,Kengeri Satellite Town,1635.0,2.0,78.0,3
4485,Kengeri Satellite Town,1050.0,2.0,43.0,2
4486,Kengeri Satellite Town,1007.0,2.0,42.0,2
4487,Kengeri Satellite Town,635.0,1.0,22.0,2
4488,Kengeri Satellite Town,818.0,2.0,26.0,2
4489,Kengeri Satellite Town,1030.0,2.0,50.0,2
4490,Kengeri Satellite Town,1200.0,2.0,65.0,2
4491,Kengeri Satellite Town,795.0,2.0,32.0,2
4492,Kengeri Satellite Town,1302.5,2.0,44.285,2
4493,Kengeri Satellite Town,800.0,2.0,40.0,2
4494,Kengeri Satellite Town,654.0,1.0,22.0,1
4495,Kengeri Satellite Town,1060.0,2.0,42.0,2
4496,Kengeri Satellite Town,750.0,2.0,33.0,2
4497,Kengeri Satellite Town,920.0,2.0,39.0,2
4498,Kengeri Satellite Town,985.0,2.0,42.0,2
4499,Kengeri Satellite Town,410.0,1.0,15.0,1
4500,Kengeri Satellite Town,1120.0,2.0,49.0,2
4502,Kengeri Satellite Town,1110.0,2.0,43.0,2
4503,Kengeri Satellite Town,1170.0,2.0,50.0,2
4504,Kengeri Satellite Town,777.4,2.0,25.0,2
4505,Kengeri Satellite Town,800.0,2.0,32.0,2
4506,Kereguddadahalli,950.0,2.0,32.0,2
4507,Kereguddadahalli,1400.0,2.0,48.0,3
4508,Kereguddadahalli,800.0,2.0,28.0,2
4509,Kereguddadahalli,904.0,2.0,30.0,2
4511,Kereguddadahalli,1000.0,2.0,30.0,2
4512,Kereguddadahalli,1240.0,3.0,41.0,3
4513,Kereguddadahalli,600.0,1.0,19.5,1
4514,Kereguddadahalli,1080.0,2.0,32.0,2
4515,Kereguddadahalli,1000.0,2.0,34.0,2
4518,Kereguddadahalli,1015.0,2.0,35.0,2
4519,Kodichikkanahalli,1190.0,2.0,57.0,3
4520,Kodichikkanahalli,995.0,2.0,41.0,2
4521,Kodichikkanahalli,2700.0,7.0,125.0,5
4522,Kodichikkanahalli,1495.0,2.0,75.0,3
4523,Kodichikkanahalli,1125.0,2.0,52.0,2
4524,Kodichikkanahalli,1150.0,2.0,48.0,2
4525,Kodichikkanahalli,1070.0,2.0,43.0,2
4526,Kodichikkanahalli,1620.0,2.0,85.0,3
4528,Kodichikkanahalli,1026.0,2.0,45.0,2
4529,Kodichikkanahalli,2500.0,7.0,125.0,5
4530,Kodichikkanahalli,450.0,1.0,18.0,1
4531,Kodichikkanahalli,907.0,2.0,38.5,2
4532,Kodichikkanahalli,1181.0,2.0,57.0,2
4533,Kodichikkanahalli,900.0,2.0,42.0,2
4535,Kodichikkanahalli,1400.0,3.0,66.0,3
4536,Kodichikkanahalli,976.0,2.0,50.0,2
4537,Kodichikkanahalli,2700.0,4.0,125.0,5
4538,Kodichikkanahalli,1299.0,2.0,58.0,2
4539,Kodigehaali,1166.0,2.0,55.0,2
4540,Kodigehaali,1320.0,3.0,65.0,3
4541,Kodigehaali,1117.0,2.0,56.0,2
4542,Kodigehaali,1200.0,2.0,55.0,2
4543,Kodigehaali,1200.0,2.0,60.0,2
4544,Kodigehaali,2120.0,3.0,177.0,3
4545,Kodigehaali,1013.0,2.0,51.0,2
4546,Kodigehaali,1324.0,3.0,65.0,3
4547,Kodigehaali,965.0,2.0,38.0,2
4548,Kodigehaali,866.0,2.0,32.0,2
4549,Kodigehaali,1442.0,3.0,80.0,3
4550,Kodigehalli,1270.0,2.0,98.0,2
4551,Kodigehalli,1200.0,2.0,48.0,2
4552,Kodigehalli,655.0,1.0,53.0,1
4553,Kodigehalli,1820.0,3.0,150.0,3
4554,Kodigehalli,635.0,1.0,28.0,2
4555,Kodigehalli,1200.0,4.0,156.0,3
4556,Kodihalli,3252.0,5.0,335.0,4
4557,Kodihalli,2700.0,4.0,270.0,3
4558,Kodihalli,2392.0,4.0,260.0,3
4559,Kodihalli,2408.0,4.0,260.0,3
4560,Kodihalli,2500.0,4.0,260.0,3
4561,Kodihalli,1620.0,3.0,130.0,3
4562,Kodihalli,3260.0,5.0,388.0,4
4563,Kodihalli,3197.0,5.0,335.0,4
4564,Kodihalli,1490.0,2.0,150.0,2
4565,Kogilu,1909.0,3.0,88.0,3
4567,Kogilu,1170.0,2.0,51.99,2
4568,Kogilu,650.0,2.0,28.0,2
4569,Kogilu,1140.0,2.0,50.66,2
4570,Kogilu,1200.0,2.0,53.33,2
4571,Kogilu,1934.0,3.0,150.0,3
4572,Kogilu,540.0,1.0,36.0,1
4573,Kogilu,1559.0,3.0,127.0,3
4574,Kogilu,1190.0,2.0,50.66,2
4575,Kogilu,1140.0,2.0,50.66,2
4576,Kogilu,1559.0,3.0,120.0,3
4577,Kogilu,700.0,1.0,30.84,1
4578,Kogilu,1250.0,2.0,55.55,2
4579,Kogilu,1200.0,2.0,53.33,2
4580,Kogilu,952.0,2.0,49.0,2
4581,Kogilu,700.0,1.0,30.84,1
4582,Kogilu,1250.0,2.0,55.55,2
4583,Kogilu,2456.0,7.0,85.0,7
4584,Kogilu,1140.0,2.0,50.66,2
4585,Kogilu,1140.0,2.0,50.66,2
4586,Konanakunte,2791.0,3.0,223.0,3
4587,Konanakunte,884.0,1.0,58.0,2
4588,Konanakunte,1200.0,4.0,125.0,4
4589,Konanakunte,1200.0,2.0,130.0,4
4590,Konanakunte,2400.0,2.0,180.0,3
4591,Konanakunte,3746.0,6.0,375.0,4
4592,Konanakunte,1423.0,2.0,85.0,3
4593,Koramangala,1320.0,2.0,165.0,2
4594,Koramangala,1253.0,2.0,102.0,2
4595,Koramangala,1580.0,3.0,160.0,3
4597,Koramangala,3500.0,5.0,425.0,4
4598,Koramangala,1005.0,1.0,110.0,2
4599,Koramangala,2292.0,4.0,275.0,3
4601,Koramangala,1290.0,2.0,100.0,2
4602,Koramangala,1300.0,2.0,110.0,2
4604,Koramangala,1325.0,2.0,119.0,2
4605,Koramangala,1140.0,2.0,75.2,2
4606,Koramangala,1260.0,2.0,100.0,2
4607,Koramangala,1975.0,3.0,210.0,3
4608,Koramangala,1900.0,2.0,200.0,2
4610,Koramangala,2292.0,3.0,286.0,3
4611,Koramangala,2300.0,3.0,290.0,3
4614,Koramangala,2503.0,6.0,325.0,4
4616,Koramangala,1320.0,2.0,150.0,2
4617,Koramangala,1320.0,2.0,110.0,2
4618,Koramangala,5985.0,4.0,775.0,4
4619,Koramangala,2461.0,6.0,353.0,4
4621,Koramangala,2246.0,3.0,300.0,3
4624,Koramangala,1083.0,2.0,100.0,2
4625,Koramangala,1744.0,3.0,200.0,3
4626,Koramangala,1180.0,2.0,128.0,2
4627,Koramangala,1320.0,2.0,160.0,2
4628,Koramangala,1370.0,2.0,125.0,2
4629,Koramangala,1100.0,2.0,85.0,2
4630,Koramangala,1249.0,2.0,165.0,2
4631,Koramangala,1200.0,2.0,100.0,2
4633,Koramangala,2223.0,3.0,300.0,3
4634,Koramangala,1744.0,4.0,210.0,3
4635,Koramangala,1866.0,4.0,245.0,3
4636,Koramangala,1320.0,2.0,160.0,2
4637,Koramangala,1350.0,2.0,103.0,2
4640,Koramangala,1320.0,2.0,160.0,2
4641,Koramangala,1710.0,3.0,210.0,3
4642,Koramangala,1355.0,2.0,95.0,2
4643,Koramangala,1600.0,3.0,170.0,3
4644,Koramangala,1260.0,2.0,100.0,2
4647,Kothannur,1206.0,2.0,48.23,2
4649,Kothannur,1100.0,2.0,40.0,2
4650,Kothannur,1197.0,2.0,47.88,2
4651,Kothannur,1197.0,2.0,47.8,2
4652,Kothannur,1070.0,2.0,42.79,2
4655,Kothannur,1070.0,2.0,38.6,2
4656,Kothannur,1485.0,2.0,59.4,3
4657,Kothannur,1215.0,2.0,48.6,3
4658,Kothannur,1404.0,2.0,56.15,3
4659,Kothanur,1200.0,2.0,51.0,2
4660,Kothanur,2400.0,2.0,150.0,3
4661,Kothanur,1828.0,3.0,110.0,3
4662,Kothanur,1186.0,2.0,58.0,2
4664,Kothanur,1847.0,3.0,105.0,3
4666,Kothanur,9600.0,5.0,550.0,5
4667,Kothanur,1435.0,3.0,70.0,3
4668,Kothanur,1187.0,2.0,58.0,2
4669,Kothanur,1847.0,3.0,110.0,3
4670,Kothanur,1460.0,3.0,71.0,3
4671,Kothanur,1185.0,2.0,59.0,2
4672,Kothanur,1436.0,3.0,70.0,3
4673,Kothanur,1462.0,3.0,71.0,3
4674,Kothanur,1790.0,3.0,105.0,3
4676,Kothanur,1070.0,2.0,45.5,2
